image_name,x1,x2,y1,y2
JPEG_20160701_170744_1000644499556.png,81,451,94,342
147444938626911473248947651-Roadster-Men-Navy-Blue-Colourblock-High-tops-Sneakers-1911473248947570-3.png,104,570,27,465
JPEG_20160527_150734_1000222166008.png,85,527,90,404
1480331587041_R2A3310.png,127,495,88,394
JPEG_20161130_152414_1000255022343.png,14,442,0,480
JPEG_20160805_191905_1000717265087.png,46,609,36,387
JPEG_20160629_130029_1000998144872.png,156,434,98,425
JPEG_20161208_144539_1000835776874.png,131,547,162,321
147443999140711472450530096-Roadster-Men-Green-Sneakers-2941472450529909-5.png,41,640,46,390
JPEG_20160712_100904_1000258160066.png,224,401,57,463
147771702842620161028_142634.png,117,569,86,364
JPEG_20160706_111316_1000941505785.png,115,505,139,332
1480948840208_R2A2068.png,234,490,57,416
1475072837222DSC00032.png,205,428,42,425
14582089767602.png,219,415,103,375
JPEG_20161107_131354_100060427308.png,182,425,120,356
1475008485626DSC019661.png,130,500,120,402
1472628881460m_superfeet_outside_iron_03.png,91,567,211,428
147324042337550145_XXX_v2.png,75,567,20,460
1473665043324DeeplearnS11399.png,66,577,137,329
1473747871312IMG_0497.png,253,490,98,347
1480584541638IMG_20161129_205413.png,53,636,84,356
JPEG_20161210_164334_1000645429361.png,51,587,192,285
JPEG_20161126_122035_1000222459428.png,41,605,152,291
JPEG_20161118_140556_1000268285309.png,3,638,92,459
JPEG_20160702_154627_1000758211756.png,119,530,166,297
JPEG_20160620_175214_1000696482644.png,67,583,90,413
JPEG_20161124_145825_1000831874272.png,89,546,164,323
1475157814107DSC07217.png,48,620,100,356
147336128072022.png,74,560,119,365
1474711716902DSC07401.png,112,526,73,405
1474631965955DSC06123.png,70,614,7,445
1473662422298DeeplearnS11519.png,0,612,47,429
JPEG_20160629_100125_1000586385953.png,184,484,129,438
1480931570886_R2A1790.png,168,372,74,431
147772315832120161028_165044.png,125,566,142,340
JPEG_20161028_133943_1000545335019.png,74,556,73,280
JPEG_20160810_165105_100056835840.png,170,482,90,462
JPEG_20160607_143158_1000351869520.png,205,462,49,389
JPEG_20160810_122340_1000198372247.png,86,553,189,302
JPEG_20160513_141029_1000763710105.png,150,483,76,401
1480937828708_R2A1869.png,198,390,68,409
148053366832120161126_210805.png,164,499,170,284
1468667871410JPEG_20160712_150701_1000332170546.png,165,537,97,467
1472628832708m_superfeet_outside_bison_02.png,14,623,195,415
JPEG_20161125_184352_1000788109228.png,76,572,93,380
JPEG_20161118_170718_1000288928340.png,225,441,52,379
1474723206450DSC07692.png,238,404,15,472
JPEG_20160701_143703_1000487501924.png,187,587,76,374
1475155751365DSC08156.png,224,448,58,428
JPEG_20160711_104207_1000266343182.png,252,396,96,437
1475062080711DSC00203.png,65,591,40,415
JPEG_20160711_101845_1000617416742.png,211,451,105,375
JPEG_20161123_161335_1000404015248.png,263,381,10,434
JPEG_20161007_162000_1000769074029.png,1,558,121,382
JPEG_20161205_164337_1000853568478.png,63,556,30,446
JPEG_20160706_150318_1000822251924.png,79,479,174,294
1474715926216DSC07762.png,238,436,89,409
147771741216920161028_142805.png,144,525,72,430
1474633834706DSC05987.png,62,546,150,448
JPEG_20160623_165834_1000687544587.png,138,629,167,303
JPEG_20160706_144020_1000475536135.png,65,549,150,308
1473664852854DeeplearnS11676.png,66,564,132,351
147324122416061031_XXX_v3.png,0,640,1,461
1474711754136DSC07406.png,52,640,165,407
147771849906620161028_155811.png,120,567,49,440
JPEG_20161201_154419_1000722717513.png,89,640,25,480
JPEG_20160630_120005_1000860021075.png,49,540,99,421
1472628633223w_peg_33_black_white_03.png,91,551,113,419
1473746554824IMG_0679.png,66,465,57,430
1473665013086DeeplearnS11753.png,38,602,128,332
JPEG_20160827_113759_1000526711615.png,125,588,18,456
1480965685159IMG_3083.png,210,443,194,423
1474723918206DSC07727.png,253,440,130,430
1473752423491IMG_1400.png,115,516,174,397
JPEG_20161124_171042_1000338527613.png,230,533,96,395
JPEG_20161203_130458_1000928738128.png,67,609,85,241
1475091793144IMG_1749.png,30,615,130,332
14581480050692.png,142,498,129,353
JPEG_20161130_154547_1000542198954.png,148,378,0,480
147772013861720161028_153015.png,41,572,96,288
JPEG_20161125_145847_1000732366037.png,134,512,34,431
1480315973491_R2A3123.png,225,432,51,449
1470988441458IMG_0008.png,39,552,11,441
JPEG_20160712_163527_1000677875069.png,200,512,94,346
1473659341298DeeplearnS11795.png,65,640,0,407
14582089735281A.png,219,448,24,454
JPEG_20161123_191707_1000803552481.png,57,610,157,328
147753677329220161026_121649.png,56,568,30,374
1480510384393IMG_0358.png,114,599,77,261
JPEG_20161127_174716_100043299534.png,230,409,40,380
JPEG_20161025_132757_1000171565488.png,61,555,140,362
147772068994820161028_163449.png,0,521,148,370
JPEG_20161007_135224_1000976831949.png,168,557,32,405
JPEG_20160624_105455_1000638135694.png,130,560,142,311
JPEG_20160723_180053_1000169953127.png,46,581,32,455
JPEG_20160608_114459_100016127313.png,158,544,116,362
JPEG_20161210_164808_1000477803584.png,199,433,117,433
JPEG_20160621_143531_100015283328.png,88,572,37,427
1472036827524CmJG0KXVEAAdMEd.png,15,600,24,413
JPEG_20160820_160913_1000321441734.png,239,378,136,456
1472628367783w_superfeet_outside_storm_05.png,214,425,205,442
JPEG_20160621_154153_1000419861837.png,88,569,109,392
JPEG_20161107_132729_100078813188.png,153,512,58,455
1475062163817DSC00227.png,47,573,97,397
JPEG_20161123_131407_1000820185413.png,178,541,7,480
JPEG_20161128_141802_1000558741804.png,208,421,17,399
JPEG_20160622_170509_1000126731288.png,37,595,39,387
JPEG_20161126_140257_100071980995.png,16,593,111,345
1475062139339DSC00224.png,233,439,90,430
1480067149027IMG_0180.png,73,531,218,377
JPEG_20161209_153852_1000472654802.png,244,370,205,371
JPEG_20160823_122310_1000938924943.png,97,507,49,409
147742479254020161025_143056.png,86,517,21,240
1471420805958IMG_20160810_210546.png,39,588,135,299
JPEG_20161028_150939_1000577926938.png,23,624,55,411
1473752418472IMG_1399.png,144,539,155,406
1475150682819DSC00498.png,245,459,179,425
147742563082420161025_164104.png,59,579,39,445
147771760135920161028_153652.png,47,551,175,378
JPEG_20160711_102050_100013776608.png,218,446,118,367
JPEG_20161129_142344_1000477400034.png,60,592,220,350
JPEG_20161209_140445_1000385943886.png,88,514,21,459
1468653161288JPEG_20160712_101235_1000232115969.png,229,415,60,473
1470812023890DSC_0074.png,80,640,6,464
147742566019020161025_164023.png,86,518,151,359
1480508586165IMG_0407.png,70,551,153,310
1470733269356DSC_0117.png,154,527,20,412
1480514193343IMG_0498.png,137,597,85,281
JPEG_20160706_125927_1000192700741.png,83,499,172,329
JPEG_20161210_130709_1000271314737.png,174,477,67,419
JPEG_20160712_112529_1000942140706.png,169,536,125,389
JPEG_20161025_132138_1000558374776.png,92,494,117,310
1471628065668Ray-Ban_sunglasses.png,46,589,103,376
JPEG_20160527_170202_1000404007369.png,74,516,57,435
1480067654931IMG_0163.png,118,545,99,289
1473664761702DeeplearnS11630.png,65,574,172,321
1475061461562DSC00322.png,91,552,38,414
1473750728660IMG_1044.png,97,587,156,396
JPEG_20160823_122840_100056974003.png,61,631,122,251
1468666377894JPEG_20160712_111500_1000866832603.png,178,595,111,366
1477450842206JPEG_20161025_121602_100072420307.png,65,564,145,334
JPEG_20160820_145243_1000661091780.png,203,412,63,408
1468390703751JPEG_20160630_171956_1000488398345.png,102,509,148,355
JPEG_20160513_152601_100051818395.png,175,490,11,480
1474723359270DSC07850.png,150,150,216,216
JPEG_20161118_184120_100095709488.png,139,576,127,356
JPEG_20160624_133150_1000842198140.png,204,575,44,345
1471430163685IMG_0511.png,90,446,151,342
1473664867908DeeplearnS11683.png,37,640,6,435
1473751035691IMG_1019.png,167,412,18,422
1473749594595IMG_1179.png,202,459,4,468
JPEG_20161127_173042_1000318423179.png,185,545,165,306
1468824558047JPEG_20160709_130409_1000485477179.png,48,514,29,462
JPEG_20160820_153120_1000470103243.png,250,439,58,453
JPEG_20160527_144355_1000754865609.png,181,481,0,480
JPEG_20160630_111727_1000899310484.png,143,494,46,408
JPEG_20161129_153427_1000334426091.png,127,514,8,480
JPEG_20160607_160926_1000781630842.png,100,515,58,434
1473749173633IMG_0425.png,192,366,18,460
1473239669812937_XXX_v1.png,32,616,135,377
1474715418439DSC08019.png,71,604,88,374
JPEG_20160621_154754_1000110599818.png,198,609,88,415
JPEG_20160624_153217_1000169360093.png,184,489,115,409
1473486790577DeeplearnS11944.png,64,575,127,345
JPEG_20160712_113304_1000455033657.png,188,456,62,432
JPEG_20161209_160436_1000960929110.png,201,525,185,300
1473752288054IMG_0742.png,10,640,153,411
JPEG_20161028_120451_1000654264583.png,90,533,136,283
JPEG_20161123_180639_1000932948154.png,247,430,0,394
147772263948420161028_161315.png,73,582,64,372
1473314824568DeeplearnS11747.png,39,604,172,337
1468559265421JPEG_20160629_140531_1000479431069.png,35,585,1,424
JPEG_20161119_144432_1000306981092.png,207,551,132,337
JPEG_20160625_164646_1000925777338.png,142,604,156,316
1472628964248w_molokini_ii_blk_grl_02.png,95,549,202,383
1474637090548DSC06802.png,95,589,29,410
1473664800608DeeplearnS11649.png,49,598,34,480
1468827975608JPEG_20160709_151843_1000693452130.png,17,497,67,269
1474639110569DSC06409.png,31,625,41,285
1475060108457DSC02385.png,35,628,91,453
JPEG_20161120_182149_1000554460764.png,176,442,1,401
JPEG_20160627_172806_100036129324.png,145,538,56,392
JPEG_20160607_143215_1000711802169.png,139,472,85,427
JPEG_20161208_142837_1000161129614.png,109,600,150,355
1472628649524w_peg_33_black_white_05.png,216,427,109,449
1468825486117JPEG_20160709_132941_1000616427083.png,45,495,9,480
JPEG_20160709_132118_1000288025739.png,134,608,7,462
1475151739684DSC00533.png,33,621,77,371
JPEG_20160630_133406_100081933202.png,104,532,78,359
1475156704495DSC01384.png,149,529,86,379
JPEG_20160530_172846_1000426045045.png,40,547,134,410
1480511383771IMG_0301.png,66,431,83,355
1473660918069DeeplearnS11291.png,0,580,58,407
1474724024259DSC07927.png,84,565,94,352
JPEG_20160218_200116_-2145517330.png,44,507,155,367
JPEG_20160711_135417_1000542256048.png,209,449,65,411
JPEG_20160621_123737_1000125045169.png,257,455,42,421
JPEG_20160625_155520_1000325506582.png,262,513,109,350
1475057997140DSC02332.png,141,508,62,392
JPEG_20161203_135628_1000749868966.png,96,436,14,480
JPEG_20160709_155838_1000987473611.png,12,618,160,319
JPEG_20160607_131848_1000315132023.png,64,487,74,361
JPEG_20161202_170951_1000641727954.png,73,605,124,391
JPEG_20161123_163814_1000330762750.png,271,372,8,438
JPEG_20160330_143712_2134900682.png,95,533,46,426
JPEG_20161203_134458_1000968901899.png,129,553,104,395
JPEG_20161124_160032_1000407733598.png,23,605,150,297
JPEG_20160513_165648_1000958793029.png,31,579,234,371
1468666035801JPEG_20160712_163527_1000677875069.png,191,524,88,362
JPEG_20160805_185332_1000689369697.png,5,637,18,349
147753562810220161026_114230.png,156,490,45,385
JPEG_20160706_171505_1000720926415.png,190,554,156,334
JPEG_20160904_115156_1000342704480.png,126,544,211,356
1474714163917DSC07378.png,271,485,149,446
JPEG_20160524_160022_1000916692843.png,163,427,38,458
147742621280220161025_141625.png,36,561,47,400
JPEG_20161126_132926_1000506416988.png,147,577,178,338
147772352647820161028_162358.png,52,587,178,358
1473665023974DeeplearnS11393.png,61,566,141,338
JPEG_20161124_152243_1000445967057.png,107,513,2,390
1473750757057IMG_1039.png,196,599,175,326
JPEG_20161129_173239_1000791438794.png,0,640,31,448
JPEG_20161107_151723_1000654960011.png,49,575,77,441
JPEG_20160526_171606_1000773291918.png,72,445,32,438
147324173844415.png,65,574,15,467
147323495469517.png,132,520,18,456
JPEG_20160629_170715_1000190369612.png,125,614,111,401
JPEG_20161116_204234_1000541917887.png,287,390,186,307
JPEG_20161121_174608_1000306136503.png,103,553,72,419
1473662740786DeeplearnS11586.png,64,591,133,350
JPEG_20161125_185834_1000593070440.png,114,429,180,332
JPEG_20161117_131750_100094682555.png,31,640,0,480
JPEG_20160709_132736_1000545753297.png,36,507,15,458
1473231458282DeeplearnS11284.png,54,579,175,331
JPEG_20161031_145614_1000213486436.png,57,630,122,362
JPEG_20161028_132939_1000221595095.png,116,457,174,370
JPEG_20160630_111218_1000178106157.png,104,593,116,367
JPEG_20161124_181729_1000667044512.png,138,476,107,396
147772120159320161028_170049.png,81,640,27,480
JPEG_20161126_174712_1000138489881.png,151,415,30,330
JPEG_20161210_160411_1000452754146.png,255,366,140,297
JPEG_20160624_110744_1000965132104.png,133,588,172,328
JPEG_20160627_173414_1000707226192.png,160,558,129,314
1480584207200IMG_20161129_210006.png,95,584,58,414
JPEG_20160318_162546_-1770164076.png,123,558,100,398
JPEG_20161117_174728_1000597471571.png,125,466,58,350
JPEG_20160712_104527_1000121499028.png,246,420,55,409
1480966469460IMG_3125.png,204,439,173,426
JPEG_20160920_162020_1000280583548.png,125,437,166,320
JPEG_20160622_164838_1000360066371.png,82,486,44,469
1473231710489DeeplearnS11409.png,63,581,127,357
JPEG_20161108_052622_1000289359298.png,32,543,140,327
147742625522020161025_141840.png,143,473,40,300
147324022037546707fam_XXX_v1.png,29,612,76,365
JPEG_20161121_194419_1000418686694.png,105,560,14,454
JPEG_20160628_134914_1000817158614.png,82,560,78,463
1480335666290_R2A3801.png,149,468,150,361
1474722941423DSC07857.png,251,470,44,392
JPEG_20160526_133116_1000671376638.png,70,524,49,424
JPEG_20160630_160421_1000162169326.png,221,440,97,397
JPEG_20160710_115801_1000142774921.png,54,546,0,466
JPEG_20161124_170824_1000563368737.png,213,522,84,417
147742637831220161025_162413.png,87,561,75,363
JPEG_20161118_144600_1000702069362.png,4,532,81,383
1473665007248DeeplearnS11751.png,28,600,134,343
1474723268175DSC07786.png,271,421,17,475
JPEG_20161007_152433_1000286646407.png,1,579,8,467
147754457919020161026_134943.png,40,566,58,348
JPEG_20161126_173550_1000722750209.png,105,537,28,404
1474711764670DSC07407.png,9,610,108,360
1475007338560DSC022391.png,118,392,71,385
1480339848497_R2A4241.png,193,425,131,367
1473231514488DeeplearnS11458.png,150,498,193,342
1474637615822DSC06460.png,16,599,107,385
1480508234620IMG_0419.png,36,509,117,363
1480511472123IMG_0324.png,104,469,77,324
1475159031858DSC06922.png,65,581,20,263
JPEG_20160715_115254_1000350964657.png,129,491,152,358
JPEG_20160627_163926_100040231812.png,233,546,111,356
JPEG_20160627_161928_1000929357443.png,168,532,135,379
1475152214430DSC00585.png,171,557,35,452
1472043063998w_superfeet_outside_bermuda_04.png,37,612,217,408
147771744706220161028_163547.png,65,552,18,442
JPEG_20160622_123728_1000737901440.png,131,423,75,371
JPEG_20161209_144402_1000294820247.png,0,463,0,480
1480655078621keytypesofaset-500x500.png,32,640,54,480
1472040855388w_lombok_black_patent_01.png,85,553,170,428
JPEG_20161007_133125_1000954812806.png,92,562,68,456
1475062112316DSC00205.png,242,402,27,460
JPEG_20161028_142218_1000229056320.png,31,622,58,301
147185857800320160817_145201.png,191,431,56,370
JPEG_20161129_151226_1000282772919.png,8,640,5,470
147443967957011472469737180-Roadster-Men-Black-Sneakers-4601472469737046-1.png,51,600,43,461
JPEG_20161127_180443_1000438185294.png,108,486,71,432
JPEG_20160526_124312_1000493670498.png,151,492,6,480
1473659836210DeeplearnS11849.png,61,567,157,330
JPEG_20160704_162537_1000279885825.png,126,503,88,390
JPEG_20161208_160153_1000941895788.png,73,537,96,379
JPEG_20161025_130123_1000127272338.png,35,558,70,431
JPEG_20160622_151041_1000797577307.png,124,599,99,356
1480942578955TotetecaModelShoot12550.png,30,604,124,322
1480583985986IMG_20161129_204721.png,51,635,114,360
1475156145124DSC07057.png,36,610,97,391
JPEG_20160820_164440_1000708162617.png,212,539,120,386
JPEG_20161207_170011_1000381854652.png,166,482,76,426
1474631111612DSC06189.png,55,587,120,327
JPEG_20160416_155802_1000171282698.png,257,554,73,444
JPEG_20161127_181559_100034723117.png,269,384,52,400
1473751415193IMG_0964.png,3,589,198,317
1475068631948DSC00063.png,131,486,95,304
1473665037663DeeplearnS11765.png,39,599,143,342
JPEG_20161007_143652_1000849089923.png,135,583,163,433
JPEG_20160525_135023_1000532677555.png,83,395,128,400
JPEG_20160624_105625_1000475404314.png,90,576,160,331
JPEG_20160820_151508_100027691784.png,57,598,146,305
JPEG_20160318_162656_-1424223868.png,78,600,61,410
JPEG_20161112_162837_100063556704.png,142,498,57,416
1473231306210DeeplearnS11347.png,74,640,2,425
JPEG_20160701_160823_1000850426558.png,106,537,154,329
147742619213720161025_143827.png,87,524,66,336
JPEG_20161121_160915_1000921306832.png,118,531,0,464
JPEG_20160621_142129_1000181034886.png,183,477,0,462
JPEG_20160704_155330_1000221376307.png,133,598,134,343
1470990827921IMG_0027.png,63,543,45,327
1475062231775DSC00301.png,229,438,71,420
JPEG_20161120_174634_1000305418585.png,42,640,152,341
JPEG_20161123_174354_1000202062033.png,270,340,4,387
JPEG_20160513_120740_1000188146871.png,27,539,192,355
JPEG_20160701_153906_1000741021393.png,175,455,165,300
147772066934920161028_163412.png,40,596,52,437
JPEG_20161126_165327_1000328657438.png,236,403,9,447
JPEG_20161126_145348_1000910481310.png,15,581,73,397
1480328038766_R2A3185.png,273,490,117,406
JPEG_20160820_162001_1000335688318.png,215,442,18,387
147333274351060127_XXX_v1.png,25,609,144,328
1468821226424JPEG_20160709_131211_1000785882191.png,124,445,45,377
147772447025820161028_164942.png,94,545,156,332
147444940954811473248951454-Roadster-Men-Tan-Solid-High-tops-Sneakers-5921473248951367-5.png,32,640,74,368
JPEG_20161201_171656_1000902673830.png,114,566,92,358
JPEG_20160416_155922_1000583966291.png,204,588,31,434
JPEG_20160527_131912_1000360500731.png,170,481,0,480
1474638979877DSC06397.png,19,611,106,370
JPEG_20161124_172952_1000503882648.png,104,470,104,421
1475152738947DSC00460.png,82,585,66,338
JPEG_20161208_150850_1000411719529.png,134,534,111,346
JPEG_20161208_150901_1000281937401.png,167,488,0,480
1475061352463DSC00193.png,237,430,67,396
1475152227733DSC00586.png,229,438,48,438
JPEG_20161119_145617_1000357759695.png,47,522,144,324
1480578715552E-mazingshawls29-11-201619210.png,31,541,41,427
JPEG_20160621_121726_1000974997981.png,241,413,70,427
1473486347804DeeplearnS11814.png,95,550,140,358
1480508389379IMG_0586.png,98,572,85,266
JPEG_20161207_151808_1000353109937.png,44,484,60,392
JPEG_20161207_172617_1000627495722.png,132,462,82,375
JPEG_20160709_163447_1000412353982.png,50,547,155,313
JPEG_20160713_145129_1000125910912.png,0,596,173,391
JPEG_20160608_140658_1000821781405.png,76,578,47,373
JPEG_20161028_140347_1000225728631.png,144,520,68,275
JPEG_20161119_181805_1000730234552.png,138,558,156,357
1474631006124DSC06011.png,110,544,68,410
1474723298903DSC07738.png,36,592,129,414
JPEG_20160628_124329_1000547097190.png,211,411,97,352
1473315335411DeeplearnS11639.png,56,581,103,334
1475152243816DSC00587.png,76,598,48,427
1473486784377DeeplearnS11940.png,60,591,187,337
JPEG_20160709_113656_1000115433963.png,30,612,165,291
1475062994469DSC00184.png,127,585,63,397
JPEG_20161124_185957_1000246260064.png,131,522,57,417
1474636411470DSC06295.png,21,595,117,351
JPEG_20160820_162454_1000300264212.png,121,560,204,302
JPEG_20160702_113828_1000481492674.png,98,555,134,319
JPEG_20160629_125749_1000278849411.png,163,466,101,418
JPEG_20160707_160409_100093722938.png,25,560,124,312
JPEG_20160526_142825_1000824276723.png,25,459,58,459
JPEG_20160527_153248_1000241072199.png,61,446,66,405
JPEG_20160712_133103_1000884235774.png,117,504,33,363
1473662579521DeeplearnS11555.png,88,640,0,406
1468494478083JPEG_20160525_135721_1000726517089.png,69,500,106,343
JPEG_20161207_165546_1000472981309.png,158,512,66,450
JPEG_20160513_170951_1000743920596.png,220,556,37,480
JPEG_20160724_114623_1000105283946.png,11,612,100,413
1474715109940DSC07904.png,296,443,11,450
1475058111699DSC02341.png,46,623,74,347
JPEG_20160625_121816_1000532029095.png,108,563,138,347
JPEG_20161124_161322_1000927801188.png,152,493,57,434
147185168184220160818_123816asdasd.png,148,537,6,476
JPEG_20161209_175557_1000200321855.png,201,462,31,388
1473664815814DeeplearnS11656.png,96,541,131,395
JPEG_20161210_125401_1000107950356.png,66,550,35,364
1468828018131JPEG_20160709_152348_1000224432120.png,74,578,83,324
JPEG_20161124_185636_1000504616616.png,97,462,45,439
JPEG_20160621_123630_100045959707.png,265,439,70,461
1474703217219DSC07167.png,47,602,79,344
JPEG_20160527_144647_1000993370827.png,150,412,0,480
JPEG_20161207_150035_1000718776514.png,0,640,16,480
1474637004111DSC06321.png,199,465,10,449
1473659689547DeeplearnS11830.png,116,640,0,395
1473751503206IMG_0905.png,175,543,10,457
JPEG_20160821_144738_1000560883733.png,181,486,39,360
JPEG_20160810_125815_1000373764830.png,161,506,125,434
JPEG_20160702_165741_1000307796787.png,36,572,116,402
1473231498898DeeplearnS11452.png,64,579,140,331
1480489122341IMG_20161129_184635.png,66,589,80,354
JPEG_20160701_154704_1000355755566.png,218,465,175,324
JPEG_20161208_170359_100045547547.png,257,358,23,395
JPEG_20161207_163755_1000280937490.png,119,336,0,308
JPEG_20161115_163040_1000406757757.png,68,592,124,400
1480954468256_R2A2222.png,225,425,309,406
1474715962861DSC07768.png,252,401,26,449
JPEG_20161201_123402_1000347662802.png,117,481,36,424
1480941044373_R2A1921.png,215,411,185,383
JPEG_20160527_153837_1000894315832.png,118,502,61,405
147742443134720161025_155948.png,124,470,168,349
1469616655193JPEG_20160625_105335_1000184144488.png,184,578,156,338
JPEG_20161119_163933_1000900660312.png,206,458,5,480
1473231721055DeeplearnS11413.png,90,544,144,356
1473751381073IMG_0956.png,20,597,176,312
147742453188420161025_155448.png,117,496,173,380
1473662904093DeeplearnS11361.png,51,587,136,347
JPEG_20160702_124516_1000714111851.png,161,461,90,385
JPEG_20161116_153412_1000479763768.png,99,430,0,480
147742613028420161025_162625.png,108,526,77,342
1474723994544DSC08116.png,59,610,42,418
JPEG_20160622_153049_1000680859072.png,129,430,89,405
JPEG_20160627_161257_1000245165230.png,183,470,72,378
1473326066273IMG_20160907_124738.png,121,508,10,461
JPEG_20160513_171021_1000694688430.png,75,400,18,480
